resource_id,name,agency,description,contact,n_downloads,category,percent_datatypes,percent_descriptions
2zbg-i8fx,DOF: Cooperative Comparable Rental Income – Staten Island – FY 2011/2012,Department of Finance (DOF),"The Department of Finance (DOF) is required by NY State law to value condominiums or cooperatives as if they were residential rental apartment buildings.   DOF uses income information from rental properties similar in physical features and location to the condominiums or cooperatives. DOF applies this income data to the condominium or cooperative and determine its value in the same way DOF values rental apartment buildings.
Update Frequency: Annually",,2405,Housing & Development,1.0,0.0
tmr6-dfvn,2017 Public Data File Teacher,Department of Education (DOE),"2017 NYC School Survey teacher data for all schools; To understand the perceptions of families, students, and teachers regarding their school.  School leaders use feedback from the survey to reflect and make improvements to schools and programs. Also, results from the survey used to help measure school quality.  Each year, all parents, teachers, and students in grades 6-12 take the NYC School Survey. The survey is aligned to the DOE's Framework for Great Schools. It is designed to collect important information about each school's ability to support student success.",,516,Education,1.0,0.0
acdt-2zt9,2021 Open Data Plan: Future Releases,Office of Technology and Innovation (OTI),"The collection of datasets set to be released on the Open Data Portal, according to the 2021 Open Data Plan.",,226,,1.0,1.0
g6v2-wcvk,"2017-2018 School Quality Reports - Elem, Middle & K-8",Department of Education (DOE),The Quality Review is a process that evaluates how well schools are organized to support student learning and teacher practice. It was developed to assist New York City Department of Education (NYCDOE) schools in raising student achievement by looking behind a school’s performance statistics to ensure that the school is engaged in effective methods of accelerating student learning.,,227,Education,1.0,0.0
8gr8-ngjc,Verified Locations for NYC City-Funded Social Service Contracts FY2018 (Service At Location),Mayor's Office for Economic Opportunity,An agency-verified dataset of City-funded contracted social service provision locations.,,714,City Government,1.0,1.0
tybm-5xnx,2016-2017 Arts Report,Department of Education (DOE),"Data is based off of STARS scheduling data for grades 1-6 and additional data for grades 1-5 is self-reported, collected through the Annual Arts Survey. All data is available at the school-level only.",,292,Education,1.0,0.0
wha7-46h5,DOP Juvenile Case Closings By Reason,Department of Probation (DOP),"The number of juvenile case closings by reason: Maximum Expiration Date (MED), Death, Early Discharge (ED), Revoked, Other, during the reporting period.",,1405,Public Safety,1.0,0.0
vrn4-2abs,2008 - 2009 School Progress Report,Department of Education (DOE),"Progress Reports grade each school with an A, B, C, D, or F.  These reports focus on a school's learning environment, student performance, and student progress.  They were designed to help parents, teachers, principals, and others understand how well schools are doing—and compare them to other, similar schools.",,1566,Education,1.0,0.0
vqix-8bak,English Language Arts (ELA) Test Results 2006-2012 - District - Ethnicity,Department of Education (DOE),Latest available data and trends in the state assessment results of English Language Arts for grades 3 through 8. Data are disaggregated by district and student ethnicity.,,1810,Education,1.0,0.0
n2s5-fumm,DOF: Condominium Comparable Rental Income – Bronx – FY 2009/2010,Department of Finance (DOF),"The Department of Finance (DOF) is required by NY State law to value condominiums or cooperatives as if they were residential rental apartment buildings.   DOF uses income information from rental properties similar in physical features and location to the condominiums or cooperatives. DOF applies this income data to the condominium or cooperative and determine its value in the same way DOF values rental apartment buildings.
Update Frequency: Annually",,2042,Housing & Development,1.0,0.0
arzb-yfdv,2015-2016 Physical Education - PE Instruction - District Level,Department of Education (DOE),"Background, Methodology: 

Local Law 102 enacted in 2015 requires the Department of Education of the New York City School District to submit to the Council an annual report concerning physical education for the prior school year.


This report provides information about average frequency and average total minutes per week of physical education as defined in Local Law 102 as reported through the 2015-2016 STARS database. It is important to note that schools self-report their scheduling information in STARS. The report also includes information regarding the number and ratio of certified physical education instructors and designated physical education instructional space.


This report consists of six tabs:


1.    PE Instruction Borough-Level
2.    PE Instruction District-Level
3.    PE Instruction School-Level
4.    Certified PE Teachers
5.    PE Space
6. Supplemental Programs


1. PE Instruction Borough-Level

This tab includes the average frequency and average total minutes per week of physical education by borough, disaggregated by grade, race and ethnicity, gender, special education status and English language learner status. This report only includes students who were enrolled in the same school across all academic terms in the 2015-16 school year. Data on students with disabilities and English language learners are as of the end of the 2015-16 school year. Data on adaptive PE is based on individualized education programs (IEP) finalized on or before 05/31/2016.


2. PE Instruction District-Level

This tab includes the average frequency and average total minutes per week of physical education by district, disaggregated by grade, race and ethnicity, gender, special education status and English language learner status. This report only includes students who were enrolled in the same school across all academic terms in the 2015-16 school year. Data on students with disabilities and English language learners are as of the end of the 2015-16 school year. Data on adaptive PE is based on individualized education programs (IEP) finalized on or before 05/31/2016.


3. PE Instruction School-Level

This tab includes the average frequency and average total minutes per week of physical education by school, disaggregated by grade, race and ethnicity, gender, special education status and English language learner status. This report only includes students who were enrolled in the same school across all academic terms in the 2015-16 school year. Data on students with disabilities and English language learners are as of the end of the 2015-16 school year. Data on adaptive PE is based on individualized education programs (IEP) finalized on or before 05/31/2016.


4. Certified PE Teachers

This tab provides the number of designated full-time and part-time physical education certified instructors. Does not include elementary, early childhood and K-8 physical education teachers that provide physical education instruction under a common branches license. Also includes ratio of full time instructors teaching in a physical education license to students by school. Data reported is for the 2015-2016 school year as of 10/31/2015.


5. PE Space

This tab provides information on all designated indoor, outdoor and off-site spaces used by the school for physical education as reported through the Principal Annual Space Survey and the Outdoor Yard Report. It is important to note that information on each room category is self-reported by principals, and principals determine how each room is classified. Data captures if the PE space is co-located, used by another school or used for another purpose. Includes gyms, athletic fields, auxiliary exercise spaces, dance rooms, field houses, multipurpose spaces, outdoor yards, off-site locations, playrooms, swimming pools and weight rooms as designated PE Space.


6. Supplemental Programs

This tab provides information on the department's supplemental physical education",,1120,Education,1.0,1.0
